window,exit,exit,exit,exit,exit,exit
metric,mae,gmfe,bmfe,mdd,pdays,return
trade_index,,,,,,
171,-0.08661439473383992,10.296191817259782,0.01574878215356823,-0.7027049088471603,2907.0,3.540047104127625
172,-0.1642634172026023,2.170371206137884,0.0,-0.3983724213198562,2099.0,1.3262928278611588
173,-0.17599270496559716,4.7881676752604445,0.05902346016745419,-0.27627708879777957,1339.0,4.1987252111599345
174,-0.41170015422995254,0.4289156283982092,0.16988749031620576,-0.4971312620745799,152.0,0.2085942330791246
175,-0.13918141178360055,7.322295687555245,0.015076157078994346,-0.6400569154561985,1719.0,7.088443932864022
176,0.0,0.4118555934628063,0.0,-0.2520304145930834,243.0,0.11238964368522897
177,-0.2078813082610096,8.606738187078111,0.02496685149469613,-0.3457721387591357,1369.0,8.398706203792992
178,-0.2877340917279273,0.1474883289511011,0.1474883289511011,-0.37928265560387664,97.0,-0.12829338218948205
179,0.0,1.4679870967949333,0.0,-0.16825613639542847,244.0,1.4555950052316815
180,-0.07393264729359472,0.8331068107781603,0.3230715020243209,-0.3000625050955241,236.0,0.6079290085503295
181,-0.0036657825548129797,0.24517695749699775,0.0,-0.08065741911586277,243.0,0.2306219282904205
182,-0.21676386313837792,0.3244024945221642,0.3244024945221642,-0.408611702181814,267.0,-0.06891960222484472
183,-0.2206475308395548,0.07610749597455557,0.07610749597455557,-0.27576708453773946,48.0,-0.10074587142533953
184,-0.08454410609894425,3.4227903324317266,0.0026420033155920564,-0.33333193895990854,903.0,3.1891981502486733
185,0.0,20.754189275237856,0.0,-0.43408917144084036,2959.0,20.56501200045732
186,0.0,3.1113073593073945,0.0,-0.267241067279,2958.0,2.602952380952413
187,-0.36628371931411396,0.14280001985516688,0.07065957763646336,-0.40810665320451567,162.0,0.09741717361689384
188,-0.25355560290895574,1.2799350894159702,0.0876784631271823,-0.4308575728822429,439.0,0.9389414329503201
189,-0.32825763971336774,0.12875525964667567,0.0,-0.32825763971336774,24.0,0.12875525964667567
190,-0.20152212381149182,0.6867601271459465,0.5623138328175146,-0.48891326478975494,1531.0,0.505109787772327
191,-0.005132209135141896,6.3384591946526,0.0,-0.4475991711218048,2958.0,6.2844995858050146
192,-0.12001801437473625,0.16559438245620406,0.16559438245620406,-0.24503583847846133,190.0,0.04208562342604072
193,-0.4876984671154222,3.2262241910769482,0.23220130810920292,-0.6180472908998568,1438.0,2.117372095657721
194,0.0,0.7072686483454855,0.0,-0.13538826435746942,244.0,0.5699551318003382
195,-0.0908785112935504,0.5027914434561809,0.44094822309201853,-0.3790845744386354,464.0,0.1688368648827243
196,-0.3092081796398657,0.49934326203634827,0.03745084956294398,-0.334145014531387,1046.0,0.48426556552901956
197,-0.2026898658604971,1.9711289617853724,0.37148664354059147,-0.4807212097107516,666.0,1.8491067685346252
198,0.0,2.328947748615455,0.0,-0.1721145612322259,244.0,2.177635444257159
199,-0.06518244700215658,0.629824414013272,0.017491388725531243,-0.1834836417584137,413.0,0.629824414013272
200,-0.0682612849073928,1.0731582901290104,0.0,-0.33270418071912133,963.0,0.7333543558304971
201,-0.041082089913691444,0.5713197092642115,0.25032854693458284,-0.23306725065401623,467.0,0.5713197092642115
202,-0.020941641851240478,0.639914808041856,0.07678878250636689,-0.1151521692208074,237.0,0.5947967713242321
203,-0.5323559748600661,0.22351711523386442,0.22351711523386442,-0.6177870997329303,7.0,-0.44543891738753716
204,-0.16167560131134417,0.5002048974676414,0.028301985414645348,-0.23242510712615405,833.0,0.23310641287258305
205,-0.23275376174542106,0.13228786895070654,0.13228786895070654,-0.3223929538646496,18.0,-0.13549703555197312
206,0.0,1.9616896911439938,0.0,-0.2457630976810219,489.0,1.4993179236158976
207,-0.10179685846877173,0.2537109663730355,0.03393131994747689,-0.13127388231468173,146.0,0.24507885712960586
208,-0.46117320980103815,0.08571354214108196,0.08571354214108196,-0.5037118270290999,24.0,-0.45413733425288516
209,-0.048880927055925616,0.6146671891619577,0.1059060628113977,-0.20259752867266745,234.0,0.4972378659799608
210,-0.48371220664522097,0.0,0.0,-0.48371220664522097,0.0,-0.4649078239811977
211,-0.29752585160280554,0.07623246890212942,0.07623246890212942,-0.34728400350735367,16.0,-0.22794547759886996
212,-0.002911002458807932,0.7636082299409328,0.0,-0.28378611176769675,975.0,0.3019882429415297
213,-0.2261961753441677,0.13517622399337248,0.04384898043680718,-0.25870136470121596,310.0,0.014484784183830257
214,0.0,0.9264648643839712,0.0,-0.3457183512426866,489.0,0.3829943396016595
215,-0.36813900186098747,0.3377453493889939,0.3377453493889939,-0.5276672062978124,325.0,-0.078081855849373
216,-0.40400032333529834,0.004400688513989115,0.004400688513989115,-0.40661164067252564,2.0,-0.3276753618502394
217,-0.3160797055986816,0.801391476969465,0.0,-0.3160797055986816,138.0,0.6308278632494646
218,-0.14714449642510363,0.7603881631211946,0.09999963221231689,-0.4456896326590303,650.0,0.18687476093800637
219,0.0,1.5118318454062663,0.0,-0.3789987214022371,1713.0,1.2288620183071566
220,-0.5632478414033123,0.6982309517419978,0.6982309517419978,-0.7428193390606386,707.0,-0.2867142473770973
221,-0.3707409576206562,0.38844441115589845,0.38844441115589845,-0.5467884509287071,223.0,-0.1203562479572936
222,-0.3779382472556785,0.0,0.0,-0.3779382472556785,0.0,-0.30762830896927107
223,-0.16297616305069562,0.05135875579887905,0.008694365770918422,-0.17019082751633174,22.0,0.015805473870601716
