,year,month,stock_id,cum_return
86,2002.0,1.0,5371,0.2441500000000001
87,2002.0,1.0,6016,0.05475001330406459
88,2002.0,1.0,6190,0.43582957655564236
89,2002.0,1.0,9927,0.06782965787850981
90,2002.0,2.0,1215,0.11317689108144702
91,2002.0,2.0,1235,0.22310344592344467
92,2002.0,2.0,1236,-0.18680905964068661
93,2002.0,2.0,1301,-0.01739044724294725
94,2002.0,2.0,1307,0.03478591893780614
95,2002.0,2.0,1321,-0.02713830725618871
96,2002.0,2.0,1326,0.08613495996537557
97,2002.0,2.0,1409,0.0028252213988795294
98,2002.0,2.0,1414,0.026708568529791643
99,2002.0,2.0,1417,-0.09389684677833321
100,2002.0,2.0,1434,0.04357935002563185
101,2002.0,2.0,1447,-0.05641775765195878
102,2002.0,2.0,1455,0.678345457148311
103,2002.0,2.0,1474,0.013673875305060923
104,2002.0,2.0,1604,0.1463242626483554
105,2002.0,2.0,1616,-0.07528676610424379
106,2002.0,2.0,1617,0.012910420442189263
107,2002.0,2.0,1618,-0.11521930368209998
108,2002.0,2.0,1730,-0.09916593176097688
109,2002.0,2.0,2017,0.11228693711664128
110,2002.0,2.0,2023,-0.06728751864002436
111,2002.0,2.0,2103,0.04049701272436157
112,2002.0,2.0,2105,-0.017916822302397994
113,2002.0,2.0,2328,-0.09210763938680033
114,2002.0,2.0,2374,-0.10775935309348894
115,2002.0,2.0,2399,-0.17024063306584125
116,2002.0,2.0,2415,0.03593664089128623
117,2002.0,2.0,2464,-0.0058499999999998
118,2002.0,2.0,2471,-0.14825271445233812
119,2002.0,2.0,2492,0.015598942406717997
120,2002.0,2.0,2605,-0.0906105614883469
121,2002.0,2.0,2836,-0.0591114459961114
122,2002.0,2.0,2906,-0.04532238901466712
123,2002.0,2.0,3002,-0.2760281313183487
124,2002.0,2.0,3011,0.1913323432343237
125,2002.0,2.0,3030,-0.20245917369591637
126,2002.0,2.0,3031,0.07352077463458806
127,2002.0,2.0,4506,-0.023692902711323516
128,2002.0,2.0,4523,0.0032488372093026907
129,2002.0,2.0,4720,-0.022241750449018438
130,2002.0,2.0,5314,-0.126636242121278
131,2002.0,2.0,5425,-0.25200878074268696
132,2002.0,2.0,5464,0.06227889656726493
133,2002.0,2.0,5520,-0.3134522809792619
134,2002.0,2.0,6186,-0.0008980629187301803
135,2002.0,2.0,8908,-0.024435741251633614
136,2002.0,2.0,8928,-0.055722905727591976
137,2002.0,2.0,9931,-0.012605906172632575
138,2002.0,3.0,1104,0.12610386702849374
139,2002.0,3.0,1232,0.08732602205105744
140,2002.0,3.0,1305,0.4089166452579742
141,2002.0,3.0,1310,0.5890911011068019
142,2002.0,3.0,1312,0.7268170725108227
143,2002.0,3.0,1323,0.07295314682224019
144,2002.0,3.0,1452,0.49820148863268043
145,2002.0,3.0,1522,-0.05144320424991233
146,2002.0,3.0,1707,0.2839895003693509
147,2002.0,3.0,1733,0.21156078277760204
148,2002.0,3.0,2317,0.026407579516323887
149,2002.0,3.0,2330,-0.10196021633587116
150,2002.0,3.0,2332,-0.30337257825064967
151,2002.0,3.0,2338,0.18659570789449242
152,2002.0,3.0,2345,0.21094593791459504
153,2002.0,3.0,2352,0.03762867615454457
154,2002.0,3.0,2356,0.10639659701119752
155,2002.0,3.0,2382,0.11228953488372095
156,2002.0,3.0,2395,0.03960488217733049
157,2002.0,3.0,2397,-0.19947408233046182
158,2002.0,3.0,2405,-0.13526011923493841
159,2002.0,3.0,2460,0.09849352592104199
160,2002.0,3.0,2851,-0.044320416249903904
161,2002.0,3.0,3010,-0.10841325696053272
162,2002.0,3.0,3035,-0.0951360893490999
163,2002.0,3.0,3041,-0.09731375594738312
164,2002.0,3.0,3045,0.017961791599200083
165,2002.0,3.0,3046,-0.0058499999999998
166,2002.0,3.0,4205,-0.04206670858024908
167,2002.0,3.0,4401,0.5819266661237958
168,2002.0,3.0,4417,-0.1255707459354064
169,2002.0,3.0,4707,0.5941156377068895
170,2002.0,3.0,4711,0.0115501730745462
171,2002.0,3.0,4716,-0.17352511006140425
172,2002.0,3.0,4721,-0.10436567040729616
173,2002.0,3.0,5202,-0.26132459727385404
174,2002.0,3.0,5438,-0.04432329179663386
175,2002.0,3.0,5488,0.1413582264860891
176,2002.0,3.0,6183,-0.06323034589087007
177,2002.0,3.0,8917,-0.015788621340887432
178,2002.0,3.0,8930,0.020662533768926794
179,2002.0,3.0,9929,0.016247693954344555
180,2002.0,4.0,1233,0.03795643667515636
181,2002.0,4.0,1303,-0.05502958274623948
182,2002.0,4.0,1324,0.11577299067945446
183,2002.0,4.0,1475,0.075810088046109
184,2002.0,4.0,1504,-0.08653841831613907
185,2002.0,4.0,1526,-0.3772801193443024
186,2002.0,4.0,1529,-0.20838163128252052
187,2002.0,4.0,1535,-0.2646776773909213
188,2002.0,4.0,1604,0.1251941114114279
189,2002.0,4.0,1609,0.07825311734430174
190,2002.0,4.0,1714,-0.13540733245175762
191,2002.0,4.0,1721,0.13303375872640655
192,2002.0,4.0,2002,-0.07373228922188169
193,2002.0,4.0,2010,0.09584029443838671
194,2002.0,4.0,2015,0.23119130920625808
195,2002.0,4.0,2028,0.04001771447282265
196,2002.0,4.0,2031,0.6056160934601458
197,2002.0,4.0,2102,0.1636833976267713
198,2002.0,4.0,2105,0.10783873626759277
199,2002.0,4.0,2303,-0.09786332497369843
200,2002.0,4.0,2329,0.04830118867656141
201,2002.0,4.0,2348,0.017406116605934052
202,2002.0,4.0,2357,-0.24611001984696546
203,2002.0,4.0,2362,-0.24754697293828198
204,2002.0,4.0,2369,-0.2854170538542766
205,2002.0,4.0,2379,-0.07132929785637365
206,2002.0,4.0,2392,-0.21448257396425974
207,2002.0,4.0,2393,-0.05028692762556208
208,2002.0,4.0,2404,-0.11828004917754809
209,2002.0,4.0,2425,-0.27203698758294337
210,2002.0,4.0,2442,-0.18834570323121003
211,2002.0,4.0,2462,-0.25783093994706774
212,2002.0,4.0,2465,-0.07975284868541399
213,2002.0,4.0,2474,-0.10159824238366288
214,2002.0,4.0,2477,-0.08363036073240437
215,2002.0,4.0,2505,0.531193460164407
216,2002.0,4.0,2514,0.1309080381596821
217,2002.0,4.0,2528,1.5463936123658941
218,2002.0,4.0,2540,1.1320856829381558
219,2002.0,4.0,2546,0.06690644050202921
220,2002.0,4.0,2832,-0.09214279324545593
221,2002.0,4.0,2901,0.06044896206381778
222,2002.0,4.0,3018,-0.18901570816865088
223,2002.0,4.0,3022,-0.18277563019786458
224,2002.0,4.0,3024,-0.00922112775865569
225,2002.0,4.0,3027,-0.1340555232050612
226,2002.0,4.0,3030,-0.19118937326285634
227,2002.0,4.0,3036,-0.24039937216732277
228,2002.0,4.0,3043,-0.09730970059623434
229,2002.0,4.0,3052,0.01857123430128027
230,2002.0,4.0,4306,0.8451611194330813
231,2002.0,4.0,4414,-0.28216510426353414
232,2002.0,4.0,4706,-0.05968117626846925
233,2002.0,4.0,5009,0.04418790750568613
234,2002.0,4.0,5014,0.11181396977288571
235,2002.0,4.0,5306,-0.07523855953857261
236,2002.0,4.0,5344,-0.4100172785701328
237,2002.0,4.0,5351,-0.21988578489325117
238,2002.0,4.0,5355,-0.08755033162496217
239,2002.0,4.0,5356,0.09302760009003763
240,2002.0,4.0,5364,-0.24585065251553795
241,2002.0,4.0,5371,0.04736460679793364
242,2002.0,4.0,5425,-0.46374369755215106
243,2002.0,4.0,5434,-0.08692759300596997
244,2002.0,4.0,5452,-0.06410594065053132
245,2002.0,4.0,5464,0.09936909288666151
246,2002.0,4.0,5511,0.05352698664971367
247,2002.0,4.0,5515,0.08430223596574704
248,2002.0,4.0,5521,0.10711221048354291
249,2002.0,4.0,5603,-0.025490153202102794
250,2002.0,4.0,6016,0.10960180066004765
251,2002.0,4.0,6122,-0.1928077200815831
252,2002.0,4.0,8928,-0.24071422482405846
253,2002.0,4.0,9907,-0.02015754723116392
254,2002.0,4.0,9912,-0.43814107846901706
255,2002.0,4.0,9931,0.03612822211588962
256,2002.0,4.0,9940,0.03579565170401344
257,2002.0,5.0,1304,-0.1252444259662805
258,2002.0,5.0,1312,0.3801447009747094
259,2002.0,5.0,1453,-0.1725163232697431
260,2002.0,5.0,1464,0.17030266393442672
261,2002.0,5.0,1470,0.03611195077156548
262,2002.0,5.0,1474,0.2229284558737996
263,2002.0,5.0,1530,0.04078258110014232
264,2002.0,5.0,1540,0.04259970089958465
265,2002.0,5.0,1720,-0.060702690102000245
266,2002.0,5.0,1731,-0.22346418489863096
267,2002.0,5.0,1733,0.02476699326021703
268,2002.0,5.0,1808,-0.13082728511720887
269,2002.0,5.0,2014,0.6941806091215184
270,2002.0,5.0,2023,0.3383873296836546
271,2002.0,5.0,2305,-0.5259259394906575
272,2002.0,5.0,2312,-0.17189555652736077
273,2002.0,5.0,2321,-0.129881626269452
274,2002.0,5.0,2327,-0.3298468594736227
275,2002.0,5.0,2340,-0.1461983703185059
276,2002.0,5.0,2353,-0.15488193722131827
277,2002.0,5.0,2354,0.009856882285482538
278,2002.0,5.0,2356,0.16813639403150793
279,2002.0,5.0,2375,-0.16374417169020816
280,2002.0,5.0,2382,0.04093768648183449
281,2002.0,5.0,2402,-0.07089362947551436
282,2002.0,5.0,2415,0.006631015031472565
283,2002.0,5.0,2424,-0.22076336633663374
284,2002.0,5.0,2430,-0.3603651937180594
285,2002.0,5.0,2431,-0.46301718178566176
286,2002.0,5.0,2466,-0.20120116054480686
287,2002.0,5.0,2471,-0.29902673506556154
288,2002.0,5.0,2472,-0.0862101966952068
289,2002.0,5.0,2476,-0.07101842160406546
290,2002.0,5.0,2481,-0.11058923696184786
291,2002.0,5.0,2482,-0.46950070323753634
292,2002.0,5.0,2535,-0.31802188749435034
293,2002.0,5.0,2701,-0.0967553733540526
294,2002.0,5.0,2705,-0.15747282200205004
295,2002.0,5.0,2908,-0.21431255066393617
296,2002.0,5.0,3002,-0.27164465402773574
297,2002.0,5.0,3031,-0.1568783142767134
298,2002.0,5.0,3034,-0.022249631207939435
299,2002.0,5.0,4205,-0.043544285833825636
300,2002.0,5.0,4401,0.42723062803174705
301,2002.0,5.0,4419,0.1332225529588278
302,2002.0,5.0,4707,0.6582857255865422
303,2002.0,5.0,5301,-0.0406745030238147
304,2002.0,5.0,5302,-0.1583643381097073
305,2002.0,5.0,5310,-0.0999660416605197
306,2002.0,5.0,5324,-0.11454606344497709
307,2002.0,5.0,5345,-0.23932931768106847
308,2002.0,5.0,5381,-0.19559333001559043
309,2002.0,5.0,5386,0.016372389565793677
310,2002.0,5.0,5392,-0.11223343617638826
311,2002.0,5.0,5443,-0.2352583237027207
312,2002.0,5.0,5469,0.0719272505101316
313,2002.0,5.0,5474,-0.2958604602510464
314,2002.0,5.0,5512,-0.23661923076923053
315,2002.0,5.0,6104,0.07715286147113276
316,2002.0,5.0,6183,-0.339329766333913
317,2002.0,5.0,8931,-0.09675699177980968
318,2002.0,5.0,9906,-0.26418687758927617
319,2002.0,5.0,9935,-0.16590088592663121
320,2002.0,5.0,9937,0.15520520299514007
321,2002.0,6.0,1103,0.038487229924292654
322,2002.0,6.0,1201,-0.0782270244442207
323,2002.0,6.0,1210,0.09977426826372682
324,2002.0,6.0,1232,0.1397362503075339
325,2002.0,6.0,1309,-0.0819818988747868
326,2002.0,6.0,1310,0.29561416962542997
327,2002.0,6.0,1314,-0.1327927236169979
328,2002.0,6.0,1319,0.0758741729762693
329,2002.0,6.0,1323,0.3464687770326207
330,2002.0,6.0,1414,-0.08978639815231626
331,2002.0,6.0,1417,0.19823673140717712
332,2002.0,6.0,1442,-0.21689606052056165
333,2002.0,6.0,1446,-0.07381250753108748
334,2002.0,6.0,1451,-0.022913653464843198
335,2002.0,6.0,1473,-0.05875373609318235
336,2002.0,6.0,1503,-0.006233890162249733
337,2002.0,6.0,1515,0.02245383749923957
338,2002.0,6.0,1521,0.21434118976876415
339,2002.0,6.0,1522,-0.05250686662330106
340,2002.0,6.0,1524,-0.1058595932463543
341,2002.0,6.0,1525,-0.056269194625041874
342,2002.0,6.0,1527,-0.10607793388121023
343,2002.0,6.0,1531,-0.18558673357279976
344,2002.0,6.0,1532,-0.09529210577248737
345,2002.0,6.0,1538,-0.4049409492694501
346,2002.0,6.0,1616,-0.12404892119208377
347,2002.0,6.0,1617,-0.20155809945917957
348,2002.0,6.0,1710,-0.07250689702095603
349,2002.0,6.0,1711,0.054161687288803106
350,2002.0,6.0,1717,-0.1206097649498794
351,2002.0,6.0,1718,-0.10402547659611627
352,2002.0,6.0,1723,4.0216945293325423e-05
353,2002.0,6.0,1726,0.05003867277139373
354,2002.0,6.0,1904,-0.018177219564061375
355,2002.0,6.0,1905,0.15846941989906616
356,2002.0,6.0,1907,-0.1307405668636461
357,2002.0,6.0,2002,-0.029833364429860953
358,2002.0,6.0,2008,0.5904762468440103
359,2002.0,6.0,2010,0.07965289451144542
360,2002.0,6.0,2017,0.21022256729670485
361,2002.0,6.0,2020,0.23998417661741933
362,2002.0,6.0,2029,0.17428184436542082
363,2002.0,6.0,2030,0.26940598645488967
364,2002.0,6.0,2034,-0.10250914931557198
365,2002.0,6.0,2101,-0.02807922197723134
366,2002.0,6.0,2102,0.07415120464317204
367,2002.0,6.0,2103,0.12236854651143081
368,2002.0,6.0,2105,0.3383905969315506
369,2002.0,6.0,2106,0.04894388390574922
370,2002.0,6.0,2108,0.1692979942766708
371,2002.0,6.0,2109,0.27855425464089567
372,2002.0,6.0,2201,0.1900296407691855
373,2002.0,6.0,2204,0.11218517027451447
374,2002.0,6.0,2303,-0.21792138908236702
375,2002.0,6.0,2338,-0.0074546549040074295
376,2002.0,6.0,2355,-0.16958335182224304
377,2002.0,6.0,2365,-0.2733221580163898
378,2002.0,6.0,2379,-0.3179758884386569
379,2002.0,6.0,2404,-0.3111945043501586
380,2002.0,6.0,2408,-0.10808638139908233
381,2002.0,6.0,2449,-0.22192125185551692
382,2002.0,6.0,2451,-0.05129947340411811
383,2002.0,6.0,2460,-0.07082126783329701
384,2002.0,6.0,2464,-0.059012637077682006
385,2002.0,6.0,2477,-0.2299705115216354
386,2002.0,6.0,2492,-0.36016732966740617
387,2002.0,6.0,2536,-0.1261445141553459
388,2002.0,6.0,2546,0.5508213079500055
389,2002.0,6.0,2606,-0.06082515607083683
390,2002.0,6.0,2609,-0.10468256727304126
391,2002.0,6.0,2704,-0.011888291605302359
392,2002.0,6.0,2801,-0.06399752241798606
393,2002.0,6.0,3011,-0.050547636930856066
394,2002.0,6.0,3018,-0.22134736875276384
395,2002.0,6.0,3019,-0.037370351625123144
396,2002.0,6.0,3024,-0.09653332521180957
397,2002.0,6.0,3041,-0.31721915919467514
398,2002.0,6.0,4510,0.2706140577296692
399,2002.0,6.0,4523,0.16906826715737577
400,2002.0,6.0,4529,-0.04461296031462303
401,2002.0,6.0,4706,0.4721179995798199
402,2002.0,6.0,4721,-0.16580866398464678
403,2002.0,6.0,5013,0.2458396648831318
404,2002.0,6.0,5014,0.6195832345887722
405,2002.0,6.0,5371,-0.2101316256590815
406,2002.0,6.0,5434,-0.15240271300172292
407,2002.0,6.0,5481,-0.2676151343083887
408,2002.0,6.0,5515,0.19762734857578845
409,2002.0,6.0,5902,-0.011437965390665883
410,2002.0,6.0,8926,-0.023970454819398634
411,2002.0,6.0,8930,0.0146916579463785
412,2002.0,6.0,8933,-0.1565374970736505
413,2002.0,6.0,9904,-0.13343252304126596
414,2002.0,6.0,9905,-0.03525150763205165
415,2002.0,6.0,9907,-0.0678833287226226
416,2002.0,6.0,9910,-0.21750463905408912
417,2002.0,6.0,9921,-0.15800472591732762
418,2002.0,6.0,9930,0.009668629675719131
419,2002.0,6.0,9934,-0.03450136641115975
420,2002.0,6.0,9938,0.08504973990860099
421,2002.0,6.0,9940,0.17499305955935696
422,2002.0,7.0,1236,-0.41906195559477477
423,2002.0,7.0,1301,0.2420017043833067
424,2002.0,7.0,1466,0.11244011226040551
425,2002.0,7.0,1472,-0.015853009755147807
426,2002.0,7.0,1513,-0.04205226229141035
427,2002.0,7.0,1604,0.3159508787894545
428,2002.0,7.0,1615,0.04383360378422396
429,2002.0,7.0,1618,-0.17641118918535204
430,2002.0,7.0,1721,0.1264055112378566
431,2002.0,7.0,1735,0.059238605866084315
432,2002.0,7.0,1809,-0.046260802586534755
433,2002.0,7.0,1906,-0.06598814172809964
434,2002.0,7.0,1909,0.0529542229637332
435,2002.0,7.0,2015,0.19322092765381638
436,2002.0,7.0,2387,0.00019613146743080456
437,2002.0,7.0,2441,0.3461256299538622
438,2002.0,7.0,2524,0.049251936013968045
439,2002.0,7.0,2615,0.1366751742835015
440,2002.0,7.0,2832,-0.10492685393841161
441,2002.0,7.0,2855,-0.14358809887791602
442,2002.0,7.0,4305,0.2882287373938248
443,2002.0,7.0,4417,0.058645357931996545
444,2002.0,7.0,4419,-0.0571729362404616
445,2002.0,7.0,4707,0.42032837001960544
446,2002.0,7.0,5310,0.11553011860246065
447,2002.0,7.0,5347,-0.0876094043887149
448,2002.0,7.0,5512,-0.3175648194606385
449,2002.0,7.0,5519,0.03707084726867338
450,2002.0,7.0,5603,-0.11454445794647183
451,2002.0,7.0,5701,-0.13333942994605663
452,2002.0,7.0,6190,0.4176033506150951
453,2002.0,7.0,8908,-0.029624426459282316
454,2002.0,7.0,8916,0.0007879658090006458
455,2002.0,8.0,1101,-0.1362657069211367
456,2002.0,8.0,1102,-0.208706003769345
457,2002.0,8.0,1218,-0.3074463795504281
458,2002.0,8.0,1225,-0.20192781316013564
459,2002.0,8.0,1233,0.028338952695583952
460,2002.0,8.0,1451,-0.012921953532189168
461,2002.0,8.0,1474,0.2718161186077397
462,2002.0,8.0,1476,-0.0609069864488917
463,2002.0,8.0,1522,-0.07887444284167988
464,2002.0,8.0,1524,-0.2033430077495052
465,2002.0,8.0,1525,-0.11270787161817641
466,2002.0,8.0,1532,-0.04837870558672763
467,2002.0,8.0,1609,0.013127323211073794
468,2002.0,8.0,1616,-0.30436138157262405
469,2002.0,8.0,1617,-0.13778725802218195
470,2002.0,8.0,1709,-0.0692775565188597
471,2002.0,8.0,1723,-0.004593927391928987
472,2002.0,8.0,1726,0.01381935387225619
473,2002.0,8.0,1907,-0.2901822125980662
474,2002.0,8.0,2006,-0.05188295607810944
475,2002.0,8.0,2020,0.17368092402466684
476,2002.0,8.0,2031,0.24057748825300296
477,2002.0,8.0,2032,-0.18603069289322072
478,2002.0,8.0,2101,-0.05388012314985746
479,2002.0,8.0,2106,0.21471011190646072
480,2002.0,8.0,2109,-0.06904966935524082
481,2002.0,8.0,2201,0.09932465873337826
482,2002.0,8.0,2204,0.016900201346001564
483,2002.0,8.0,2206,-0.17118977822007453
484,2002.0,8.0,2301,-0.053024489052791446
485,2002.0,8.0,2352,-0.037616476255966536
486,2002.0,8.0,2393,0.011869288097673403
487,2002.0,8.0,2420,0.08969043839758095
488,2002.0,8.0,2511,-0.12178609176567035
489,2002.0,8.0,2542,-0.15056172203130957
490,2002.0,8.0,2603,-0.15618097201254244
491,2002.0,8.0,2611,-0.06467352941176518
492,2002.0,8.0,2612,-0.10730274584929678
493,2002.0,8.0,2617,-0.03844930169046312
494,2002.0,8.0,2701,-0.1617463867117529
495,2002.0,8.0,2816,0.06156088682106042
496,2002.0,8.0,2906,-0.12950876100856068
497,2002.0,8.0,3024,0.15244456610253598
498,2002.0,8.0,3031,-0.10302486210352191
499,2002.0,8.0,5007,-0.16335037464408853
500,2002.0,8.0,5016,0.11462041103032816
501,2002.0,8.0,5478,-0.04840350684769079
502,2002.0,8.0,6104,0.17669703463220898
503,2002.0,8.0,9905,-0.16631478143650424
504,2002.0,8.0,9907,-0.4522393786474671
505,2002.0,8.0,9919,-0.09844814677421854
506,2002.0,8.0,9921,-0.09113668426557575
507,2002.0,8.0,9926,-0.04615743956817642
508,2002.0,8.0,9937,-0.008726963500283236
509,2002.0,8.0,9939,-0.05491003529369409
510,2002.0,8.0,9943,-0.0669966545589632
511,2002.0,8.0,9944,-0.056380305213707516
512,2002.0,9.0,1308,-0.3025048253404383
513,2002.0,9.0,1447,-0.34334308055810914
514,2002.0,9.0,1521,0.1036828785700088
515,2002.0,9.0,1718,-0.13125476316733975
516,2002.0,9.0,1730,-0.2307045891224716
517,2002.0,9.0,2002,-0.09614943161728595
518,2002.0,9.0,2007,-0.09643859934133481
519,2002.0,9.0,2030,0.0415087852050966
520,2002.0,9.0,2034,-0.40063064327720666
521,2002.0,9.0,2105,0.1927710259526747
522,2002.0,9.0,2107,-0.180553488875422
523,2002.0,9.0,2207,-0.18393376268604156
524,2002.0,9.0,2415,0.047565740080252716
525,2002.0,9.0,2545,-0.2096459667852908
526,2002.0,9.0,4111,-0.10586083876561925
527,2002.0,9.0,4406,-0.29024977349943415
528,2002.0,9.0,4417,-0.10295223332547121
529,2002.0,9.0,4506,-0.04130301646683865
530,2002.0,9.0,4712,-0.0764676216283422
531,2002.0,9.0,5014,0.35905548603094695
532,2002.0,9.0,5301,-0.09126297509928272
533,2002.0,9.0,5521,-0.09023956389548449
534,2002.0,9.0,5530,-0.061392549455694834
535,2002.0,9.0,8011,-0.2964508650915094
536,2002.0,9.0,8927,-0.015464626842147333
537,2002.0,9.0,9906,-0.268491384355379
538,2002.0,9.0,9927,-0.09033473258520641
539,2002.0,9.0,9930,0.07409611448310982
540,2002.0,9.0,9934,-0.1288570118394502
541,2002.0,9.0,9935,-0.21984603222023635
542,2002.0,9.0,9938,-0.035227905255894476
543,2002.0,10.0,1476,-0.047847102081780224
544,2002.0,10.0,1525,0.2842786025611497
545,2002.0,10.0,1540,0.13653101922925504
546,2002.0,10.0,2014,1.5313788632745808
547,2002.0,10.0,2023,1.037229186185506
548,2002.0,10.0,2029,0.757623363463263
549,2002.0,10.0,2611,0.04103486548729651
550,2002.0,10.0,3031,-0.08240165448260572
551,2002.0,10.0,4306,1.7523665851352885
552,2002.0,10.0,5013,0.478563720850389
553,2002.0,10.0,5508,-0.03839312176055787
554,2002.0,10.0,5515,0.696974308593378
555,2002.0,10.0,9933,0.05413072719580714
556,2002.0,10.0,9939,0.14129169614109527
557,2002.0,10.0,9940,0.23551115345317797
558,2002.0,11.0,1233,0.01563571501609262
559,2002.0,11.0,1451,0.010717696587543735
560,2002.0,11.0,1521,0.21399335735732428
561,2002.0,11.0,1718,-0.19424870834850705
562,2002.0,11.0,2031,0.1666123459583564
563,2002.0,11.0,2201,0.11787976998503669
564,2002.0,11.0,2347,0.012330622678107694
565,2002.0,11.0,2610,-0.1269621765097455
566,2002.0,11.0,2615,-0.006561571616759521
567,2002.0,11.0,2617,-0.0584432649708293
568,2002.0,11.0,2618,-0.014707475906679868
569,2002.0,11.0,4105,-0.06281583518080769
570,2002.0,11.0,4529,-0.07408718990209207
571,2002.0,11.0,4714,0.10749266853370631
572,2002.0,11.0,5478,-0.10235694978428178
573,2002.0,11.0,9904,-0.055053566649130414
574,2002.0,12.0,1417,-0.2854212012087187
575,2002.0,12.0,1529,-0.198216357649305
576,2002.0,12.0,1532,0.08150605320930415
577,2002.0,12.0,1618,-0.07999186458343777
578,2002.0,12.0,1735,0.12731165993871785
579,2002.0,12.0,2020,0.2554172991916326
580,2002.0,12.0,2106,0.25647462249804476
581,2002.0,12.0,2387,-0.05995915868082957
582,2002.0,12.0,2460,-0.22751965708733246
583,2002.0,12.0,4303,0.30278204855527324
584,2002.0,12.0,4305,0.1993301183091969
585,2002.0,12.0,5013,0.5787314016159657
586,2002.0,12.0,9905,-0.12518068968067653
587,2002.0,12.0,9921,-0.03183485171400535
588,2002.0,12.0,9938,0.08964785452735402
589,2002.0,12.0,9939,0.3248267204260049
590,2003.0,1.0,1217,0.036813441480627374
591,2003.0,1.0,1232,0.23880879667354815
