trade_index,return
120,0.06227889656726483
121,0.03764113677708716
122,-0.0008980629187301586
123,-0.055722905727591955
124,-0.012605906172632554
125,0.12610386702849366
126,0.08732602205105734
127,0.4089166452579741
128,0.5890911011068017
129,0.7268170725108228
130,0.07295314682224009
131,0.08613495996537547
132,0.4982014886326803
133,0.6783454571483108
134,0.1744127107374517
135,0.04223084470023122
136,0.0264075795163238
137,0.18659570789449234
138,0.03762867615454448
139,0.10639659701119743
140,0.11228953488372086
141,0.0396048821773304
142,0.03593664089128614
143,0.0984935259210419
144,-0.005849999999999778
145,-0.05911144599611138
146,-0.044320416249903884
147,0.1913323432343236
148,-0.0973137559473831
149,0.017961791599199996
150,-0.005849999999999778
151,0.09294450742455708
152,0.5750843742376183
153,-0.02369290271132349
154,0.0032488372093026014
155,0.5941156377068896
156,0.03582393433604838
157,-0.10436567040729615
158,0.008136645009925524
159,-0.06323034589087004
160,-0.02443574125163359
161,-0.01578862134088741
162,0.020662533768926707
163,0.01624769395434447
164,0.03795643667515627
165,-0.05502958274623946
166,0.11577299067945436
167,0.02064120342184519
168,-0.08653841831613905
169,-0.018432961706760433
170,0.07825311734430164
171,0.2839895003693508
172,-0.11396106701517704
173,0.13303375872640646
174,-0.07373228922188167
175,0.09584029443838661
176,0.231191309206258
177,0.04001771447282256
178,-0.030472547538304393
179,0.12804980415692727
180,-0.03414813317274599
181,0.04830118867656132
182,-0.16241644648175543
183,0.017406116605933965
184,-0.24611001984696543
185,-0.07132929785637364
186,-0.2144825739642597
187,-0.05028692762556206
188,-0.1994740823304618
189,-0.11828004917754807
190,-0.1352601192349384
191,-0.3227072617968999
192,-0.07975284868541398
193,-0.10159824238366287
194,-0.08363036073240436
195,0.01559894240671791
196,0.5311934601644069
197,0.13090803815968202
198,1.5463936123658943
199,1.132085682938156
200,0.06690644050202911
201,-0.0022210262737697222
202,-0.08488873756124181
203,-0.18277563019786455
204,-0.009221127758655669
205,0.01413068781103757
206,0.0751209726701746
207,0.8451611194330814
208,-0.12557074593540637
209,-0.05968117626846923
210,0.04418790750568604
211,0.11181396977288562
212,-0.26132459727385404
213,-0.0752385595385726
214,-0.4100172785701328
215,-0.21988578489325114
216,-0.08755033162496216
217,0.09302760009003753
218,-0.15816854334450534
219,-0.08692759300596996
220,-0.0641059406505313
221,0.141358226486089
222,0.05352698664971358
223,0.08430223596574694
224,0.052004538197782633
225,-0.19280772008158306
226,-0.1959078751550227
227,-0.020157547231163895
228,0.049356309292490595
229,0.03579565170401335
230,-0.017390447242947228
231,-0.12524442596628046
232,-0.20075801719521189
233,-0.17251632326974306
234,0.17030266393442664
235,0.03611195077156539
236,0.20643185709581827
237,-0.3772801193443024
238,-0.2646776773909213
239,0.04259970089958456
240,-0.060702690102000224
241,-0.22346418489863093
242,-0.1541761603484267
243,-0.13082728511720884
244,0.6056160934601457
245,-0.23692358297804747
246,-0.17189555652736074
247,-0.12988162626945196
248,-0.27077481664736636
249,-0.30337257825064967
250,-0.14619837031850588
251,-0.15488193722131824
252,0.009856882285482448
253,0.055802591211047935
254,-0.24754697293828196
255,-0.2854170538542766
256,-0.10775935309348893
257,-0.16374417169020813
258,-0.0641486287195406
259,-0.17024063306584122
260,-0.07089362947551435
261,-0.02828901373215251
262,-0.2207633663366337
263,-0.27203698758294337
264,-0.11379673503293207
265,-0.22889982131209305
266,-0.20120116054480683
267,-0.17701731860087785
268,-0.08621019669520678
269,-0.07101842160406545
270,-0.11058923696184784
271,-0.17251361556064057
272,-0.31802188749435034
273,-0.09675537335405258
274,-0.15747282200205
275,0.06044896206381768
276,0.012204897229284216
277,0.006054761904761862
278,-0.10841325696053271
279,-0.13405552320506117
280,-0.02224963120793941
281,-0.09513608934909988
282,-0.24039937216732274
283,-0.09730970059623432
284,-0.28216510426353414
285,0.1332225529588277
286,0.040254349409657796
287,0.01155017307454611
288,-0.04067450302381468
289,-0.09996604166051969
290,-0.11454606344497707
291,-0.23932931768106844
292,-0.24585065251553792
293,-0.1955933300155904
294,0.01637238956579359
295,-0.11223343617638824
296,-0.28307139356488376
297,-0.23525832370272068
298,0.0719272505101315
299,-0.2366192307692305
300,0.10711221048354282
301,-0.02549015320210277
302,-0.294735658047777
303,-0.09675699177980966
304,-0.26418687758927617
305,-0.43814107846901706
306,0.038487229924292564
307,-0.07822702444422068
308,-0.024284652885076505
309,0.04820102452584853
310,-0.08198189887478678
311,-0.18468225722047346
312,-0.13279272361699787
313,0.07587417297626921
314,0.254918521857595
315,-0.11346449250825318
316,0.32240653522374807
317,-0.21689606052056162
318,-0.07381250753108747
319,-0.022913653464843173
320,-0.05875373609318233
321,-0.006233890162249712
322,0.022453837499239484
323,0.21434118976876407
324,-0.0011213481134227715
325,-0.10585959324635429
326,-0.05626919462504185
327,-0.18150076995719908
328,-0.2083816312825205
329,0.04078258110014223
330,-0.12658441944659968
331,-0.09529210577248735
332,-0.1200211391588799
333,-0.05273219123555548
334,-0.21173493289539055
335,-0.07250689702095602
336,0.054161687288803016
337,-0.12060976494987939
338,-0.035771627653500705
339,4.0216945293236085e-05
340,0.03415160552299925
341,0.15846941989906607
342,-0.13074056686364607
343,0.047393344581927586
344,-0.014771677961739262
345,0.6941806091215185
346,0.08804889000489381
347,0.23998417661741925
348,0.4349409452869869
349,0.17428184436542074
350,0.26940598645488956
351,-0.10250914931557197
352,-0.028079221977231315
353,-0.07693861849897686
354,0.07868502531564471
355,0.04894388390574913
356,-0.01739230989136662
357,0.27855425464089556
358,0.1900296407691854
359,0.11218517027451437
360,-0.13308190148146712
361,-0.09136184365734688
362,-0.16353536550610379
363,-0.29082313724426123
364,-0.2733221580163898
365,-0.2655910109072628
366,-0.218793342480981
367,-0.10808638139908232
368,-0.3338344478739461
369,-0.2219212518555169
370,-0.05129947340411809
371,-0.15413362915577986
372,-0.15969554699148777
373,-0.3699947453506117
374,-0.12614451415534586
375,0.45356823155015535
376,-0.06082515607083681
377,-0.10468256727304125
378,-0.011888291605302338
379,-0.06399752241798604
380,-0.20303316831683146
381,-0.03986718474053572
382,-0.1256338057390257
383,-0.0881248075623937
384,-0.21462005613233345
385,-0.0015424636212263204
386,-0.0977896393080606
387,0.27061405772966907
388,0.16528245416095003
389,-0.04461296031462301
390,0.5655519834622843
391,-0.06860276738754788
392,-0.15836433810970726
393,-0.2458515695353198
394,-0.07170857370589788
395,0.03491568592697538
396,-0.2958604602510464
397,-0.2676151343083887
398,0.10451432160804032
399,-0.011437965390665862
400,0.07715286147113266
401,-0.02397045481939861
402,-0.005850000000000111
403,-0.15653749707365047
404,-0.13343252304126593
405,-0.03525150763205163
406,-0.048707607387897235
407,-0.2175046390540891
408,-0.12799044006424729
409,0.009668629675719041
410,-0.09985743774419774
411,-0.07698410537689947
412,0.15520520299513998
413,0.08504973990860089
414,0.13438693976591445
415,-0.28560684142824533
416,0.2639829328937816
417,0.11244011226040541
418,-0.015853009755147786
419,-0.042052262291410326
420,0.16953231930688287
421,0.04383360378422387
422,-0.0691605114780509
423,-0.046260802586534734
424,-0.018177219564061355
425,-0.06598814172809962
426,0.05295422296373311
427,0.5904762468440102
428,-0.030840358657925313
429,0.20810958591383746
430,0.3461256299538621
431,-0.05347546856880967
432,0.049251936013967955
433,-0.014081576483439308
434,-0.143588098877916
435,-0.24361222373349242
436,0.2636065864004348
437,0.21067010625629737
438,-0.16801244265936063
439,0.24583966488313172
440,0.4567034401623954
441,0.23943114397656765
442,-0.08760940438871488
443,-0.10603566654288908
444,0.03707084726867329
445,-0.09138368897655468
446,-0.1333394299460566
447,-0.01269386439598872
448,-0.005318650371945433
449,0.0001051446393604211
450,-0.13626570692113668
451,-0.20870600376934498
452,-0.009265787695656759
453,0.010226015303647883
454,-0.06090698644889168
455,-0.02782877816159932
456,-0.10902472784680849
457,-0.05980378797819428
458,0.05185474835036876
459,-0.06039935622317547
460,-0.20584763777667567
461,0.07986910681140692
462,-0.005850000000000444
463,-0.004633957973587988
464,-0.03449331899704509
465,0.059238605866084225
466,-0.18342239342648545
467,-0.05188295607810942
468,-0.05347104732708983
469,-0.1860306928932207
470,-0.02654630064099903
471,0.15803155015641038
472,-0.1711897782200745
473,-0.053024489052791425
474,-0.07251645423810947
475,0.026502361177166336
476,0.06544736250479812
477,0.08969043839758085
478,-0.12178609176567033
479,-0.15056172203130955
480,-0.1561809720125424
481,-0.06467352941176516
482,-0.10730274584929676
483,0.13667517428350143
484,-0.07195283696182496
485,0.061560886821060326
486,0.27558060331634937
487,0.06387387856948824
488,-0.1434959922137485
489,0.11462041103032806
490,-0.04840350684769077
491,0.09241415654331799
492,-0.13585227117874152
493,0.07941617216866494
494,-0.046157439568176396
495,-0.1419073997159905
496,-0.05491003529369407
497,-0.06699665455896318
498,-0.056380305213707495
499,-0.3074463795504281
500,-0.2019278131601356
501,-0.3025048253404383
502,-0.3040808845577211
503,0.03997589760801592
504,-0.09112621076439563
505,-0.06927755651885968
506,-0.030390692882401458
507,-0.1460187419628016
508,-0.06835533686277816
509,-0.0964385993413348
510,-0.17953058649601036
511,-0.2273511125691788
512,-0.33217218173788254
513,-0.10880199794643607
514,-0.18055348887542197
515,-0.07622077545663429
516,-0.08567365531856007
517,-0.18393376268604153
518,0.0406650743296443
519,-0.20964596678529077
520,-0.0384493016904631
521,-0.08818303794409076
522,-0.10586083876561923
523,-0.29024977349943415
524,-0.15264563344720036
525,-0.018037473869052613
526,-0.07646762162834218
527,-0.16086098138943491
528,-0.05273337593436631
529,-0.1782581499058997
530,-0.06139254945569481
531,-0.2964508650915094
532,-0.015464626842147312
533,-0.005850000000000111
534,-0.4123475759725669
535,-0.09844814677421852
536,-0.14811762278446758
537,-0.09772737334444746
538,-0.06467474354475819
539,-0.11084989078438655
540,0.013906912498184234
541,0.0900933678080126
542,0.4967644879267282
543,-0.27187264266213496
544,0.11301764487920542
545,0.022991950110546135
546,-0.1633503746440885
547,0.18680096847702168
548,-0.03839312176055785
549,0.416946857978327
550,0.05413072719580705
551,0.20760111604376266
552,0.05150506498865295
553,-0.012353162005768838
554,0.023949119529428933
555,-0.07251141360018908
556,0.4941611594688088
557,0.5221521759825923
558,-0.059621541576419614
559,0.016878645543198536
560,0.012330622678107604
561,-0.0683490428350456
562,-0.12601378928729542
563,-0.02079345718901435
564,-0.014707475906679847
565,-0.06281583518080766
566,0.49166734338134244
567,-0.030850564601729722
568,0.10749266853370622
569,-0.05669781606472921
570,0.09044760907391848
571,0.06381052447681092
572,-0.40364138399254457
573,0.09994762166668715
574,0.44741349717969425
575,0.012841129052733404
576,0.13648786503470692
577,0.11707216433227353
578,0.06426602438359365
579,0.06964105277155198
580,0.03438228609625673
581,-0.06014349411650286
582,-0.1686418165089064
583,0.30278204855527313
584,-0.069008411708371
585,0.04934007565433975
586,0.0652483509070342
587,0.12943550136197737
588,0.1608134229885955
589,0.03681344148062728
590,0.08692585353785266
591,0.1559698874296435
592,0.27037795198432135
593,0.01779329810271837
594,0.4520301392212306
595,0.0390258727391243
596,0.003959417040359092
597,0.3194087017873942
598,0.024826090608887432
599,-0.07097172894154478
600,0.0064100003681681
601,-0.020278395081520382
602,0.01455685087136396
603,0.2519004483730455
604,0.18264804733645637
605,-0.019677667411388076
606,-0.06039302243922016
607,-0.03182209984034599
608,-0.15151961564440938
609,-0.2935151493282999
610,-0.24901564723505196
611,-0.19079536624848234
612,0.0030864103850488872
613,-0.0770861101832677
614,-0.2572671764020523
615,-0.00585
616,-0.3078105698504282
617,-0.3113861874215592
618,-0.23395885517786028
619,-0.0391845509385129
620,-0.1732715077618909
621,0.02580628493850803
622,-0.008757129702709789
623,-0.2429575294038799
624,-0.1637439558625496
625,-0.33262560022054033
626,0.09741086956521729
627,-0.3262053373791054
628,-0.05347882892135467
629,0.046785071467438176
630,-0.0020000997263321723
631,-0.23312482040891488
632,-0.12149631427072426
633,-0.10585000000000043
634,0.13653417990776875
635,0.007484764293954748
636,-0.1002159387043494
637,-0.05071675139704266
638,-0.018563379938221526
639,0.03649593245582263
640,0.10003263939615249
641,0.008647415771301147
642,-0.025089716056608567
643,-0.0694118024085608
644,-0.06665699242738186
645,-0.016914633652678625
646,0.09984388821173597
647,-0.42586042209484076
648,-0.43662008500413896
649,-0.42807109456270753
650,0.17448872405450158
651,-0.18487936715841743
652,-0.28709535371256945
653,-0.00585
654,-0.3342044970448823
655,-0.2322647342303654
656,-0.20256845674593202
657,-0.177150578034682
658,-0.14924036243696556
659,-0.16246605206073725
660,-0.15289616840927675
661,-0.2086671212298564
662,-0.07991860781378489
663,-0.1418139119085627
664,-0.12673008415147288
665,-0.12070943775100439
666,-0.09026208613603857
667,0.8010395456224594
668,-0.15071178924301284
669,-0.012039872473711945
670,-0.3031566298342542
671,-0.3464322690443964
672,-0.04466206628531919
673,-0.38260165868316964
674,-0.03638274373552306
675,-0.07760372966151373
676,-0.14766717737839583
677,-0.1599190080976469
678,-0.18010385980244178
679,-0.12555665831954552
680,-0.1427511733061256
681,-0.11777732574440634
682,-0.05491693018129316
683,-0.3872051875435686
684,0.004246393551604077
685,-0.14610517751479277
686,0.06774661068240308
687,0.035420577324368006
688,-0.3207809912170638
689,0.4268105185314083
690,-0.01515804355461834
691,-0.15086627478205447
692,-0.0652508736497723
693,-0.005850000000000333
694,0.031096369388370262
695,-0.43595794126395904
696,-0.04312010309278378
697,-0.18486443315703335
698,0.11862016899257423
699,0.006806102424178694
700,-0.18003046637377504
701,-0.0445380712528509
702,-0.06010770043191813
703,0.008294377422879771
704,-0.05586327003037337
705,-0.19791010142842577
706,-0.3843539569399669
707,-0.26184786957609385
708,-0.08302020279767096
709,-0.022262374020156492
710,-0.013513020905441132
711,-0.13060871177486563
712,-0.1508534488704952
713,-0.11757709614762067
714,0.0005605625693195998
715,-0.058493211899003784
716,-0.12780048080563364
717,-0.038220546870459816
718,-0.07482672107335407
719,-0.06184913681484692
720,0.07172075343581942
721,-0.26412383089340075
722,-0.13526296099752763
723,0.06345053027038218
724,0.006158040626322991
725,0.01667700942456465
726,0.02701311389759722
727,0.2180303981398816
728,0.0682240740740744
729,0.22562302802729098
730,0.05584416794709104
731,0.21863314713508122
732,0.06971483766850207
733,0.1496257630161574
734,0.27414307162210594
735,0.09691384909264546
736,0.08305465030220772
737,0.11733983768525048
738,0.12190584249279625
739,0.01378612675073301
740,-0.012358013598834684
741,0.017485965018826734
742,-0.07327304473170258
743,0.005578800176135789
744,-0.02381778190830217
745,-0.051019610989472254
746,0.0496994565814032
747,0.5199099289993335
748,0.2406228929033253
749,0.2084360512622129
750,0.07328685993975949
751,0.24096103530109617
752,-0.03744978405614539
753,0.13485666101660657
754,-0.137921774487025
755,-0.16396796022964275
756,0.001193520560816363
757,0.5649515899304406
758,0.02559450530299259
759,0.12141613239893502
760,-0.0827816015780841
761,-0.0008937422745983531
762,0.0626650413487272
763,0.010107317948116055
764,0.5078922563476139
765,0.09976275323812701
766,0.08170015147793398
767,0.18537127355474517
768,0.329999684993478
769,-0.07114195364146857
770,0.038954540877048326
771,0.0460055286285729
772,0.27550652917720153
773,0.053613491165350434
774,0.06433454370994375
775,0.13487474999077512
776,0.6962887167699378
777,0.3813811793173062
778,-0.03313803486529263
779,-0.005850000000000333
780,0.08685463870922873
781,-0.2147369205786834
782,0.04352149780402783
783,0.22304773981477025
784,0.0732292122227839
785,-0.07876786110155541
786,0.014982823923515156
787,-0.07491203741084683
788,-0.12971315067540043
789,0.23625630322417304
790,-0.07764162022028352
791,0.02985677022554647
792,0.058666129032257784
793,0.0706743149839545
794,-0.069779262026454
795,0.10525950620137138
796,0.14846327587570088
797,-0.06322625014796354
798,-0.03238035283008576
799,-0.18884208730284044
800,-0.11445545905707154
801,-0.06006699831512461
802,-0.1638223848800385
803,-0.06835364070600546
804,-0.19972690996752604
805,-0.13158443008225626
806,0.003761237253513982
807,0.06874269404525792
808,0.22330811930745945
809,-0.015111696781141527
810,0.28437438203615406
811,0.09447228861126179
812,0.12496441114138693
813,-0.1304189550744181
814,-0.04997424909677837
815,0.09619263272662505
816,0.001445756808106013
817,0.09845386483070574
818,0.11737792458772812
819,-0.03189657911920483
820,0.127480907370681
821,-0.12727684108527135
822,-0.09357036162385722
823,-0.09819562366916955
824,-0.09890993690851711
825,-0.3557998590633129
826,0.011083124501315121
827,0.1843735844237492
828,-0.020925007492267198
829,-0.06695622871580807
830,0.08634825109112677
831,0.010404486819100354
832,0.03580836724240979
833,-0.1735467078683147
834,-0.15008097290770847
835,-0.04373023349610925
836,0.37381170126862007
837,0.020020646766169128
838,-0.019076757079074278
839,0.030120152031113314
840,0.03101883375467032
841,-0.2572020767630683
842,-0.058089815942617286
843,-0.0629658280612547
844,-0.1808534977135999
845,0.055799351695256315
846,-0.048914393872622176
847,-0.13311571538758202
848,0.004459620102101791
849,-0.155849803926951
850,0.03762307709503867
851,-0.16564114993506016
852,-0.014329483510266285
853,0.13541761640204855
854,-0.03608790840348095
855,-0.028318890262584915
856,-0.00856080039948657
857,-0.018393694711204646
858,-0.028929627912923726
859,-0.01240506025092667
860,-0.09357276110985767
861,-0.21086880906505176
862,-0.06984981576159509
863,-0.05605631705304246
864,0.2898172148811887
865,0.16487924297153259
866,0.027860953006198754
867,-0.09606997946567085
868,-0.04414675037901226
869,0.12927527887420612
870,-0.026266106432666
871,0.03019436229205188
872,-0.005850000000000222
873,-0.01703775394500593
874,-0.17836910441963424
875,-0.12899505477429893
876,0.39822309588873905
877,-0.1733859673142951
878,0.05142360976286189
879,-0.06682422361425065
880,-0.0493327144686305
881,-0.09713383174949784
882,-0.01566928340123217
883,-0.021460515777374043
884,0.013199960056535478
885,0.12622121566100133
886,0.019147692236683913
887,-0.16439104922600964
888,-0.12835921734015363
889,-0.03693513968370985
890,-0.02871627847284428
891,-0.04195694895794853
892,0.4159174813808729
893,0.07479913469236922
894,0.08464371234482994
895,-0.08211738723247507
896,0.0005996684749850706
897,0.07010697373955867
898,0.004945241077019346
899,0.10153425143629503
900,0.13332354640224833
901,0.04306323808500725
902,0.06807186958459178
903,0.17539745831638923
904,0.07933827123755112
905,0.028975430898415058
906,0.10802930238221177
907,0.10174499110465475
908,0.11081584591691875
909,-0.005849999999999556
910,-0.02168485723287292
911,0.08959344737926801
912,0.016769560534252517
913,-0.04512876439753875
914,0.09286157346675185
915,0.031747587299026624
916,0.06080913966354297
917,0.014025440021663196
918,0.04829381133624424
919,0.06408581256598857
920,0.06403936661964939
921,-0.10584418215667445
922,0.15117200158622937
923,-0.0016227873183619406
924,0.1021128724963364
925,0.13329464625663037
926,0.02582670682730939
927,0.2510355120860269
928,0.00606008319755471
929,0.26971876409100204
930,0.15881981132075454
931,-0.104436955103532
932,0.056832244399158814
933,0.030731788590191125
934,-0.09357087810930319
935,-0.08783413665305116
936,0.10526035988830852
937,0.030940949291791055
938,-0.01684259017995291
939,0.1292867189260826
940,0.5057824109715064
941,0.018866698494013703
942,0.2113308731808722
943,-0.16430055794205398
944,0.028975496701778482
945,0.10020487664284018
946,0.08939010050392272
947,0.054387631708812466
948,0.12082272176808918
949,-0.060404166607945876
950,-0.055957189709788004
951,0.0877213672646119
952,0.0970092051970969
953,0.03731793631185223
954,-0.05404078766860219
955,-0.19891992099538144
956,0.00740841926753224
957,0.0956062121080269
958,0.1829066876946425
959,0.013399917026219035
960,0.03275430586488528
961,-0.0859919566714341
962,-0.026834970224028785
963,0.01809872539763249
964,0.023021599976122877
965,0.09319347002557067
966,-0.08841880733944961
967,0.016874864922131885
968,0.37056333905825156
969,0.012138636446732763
970,0.05199499425868361
971,-0.13262970489257073
972,-0.08888249097472954
973,-0.00585
974,0.04574443562040744
975,-0.07444958309645631
976,-0.07837873074721145
977,-0.0032280344096161434
978,0.019152019005572864
979,0.1524810798309161
980,-0.05817948310029306
981,-0.005850000000000222
982,-0.0552329750495024
983,0.03680419633684053
984,-0.15585069670551208
985,0.11370420466058818
986,0.02595441157967029
987,0.08145427787514027
988,-0.005849999999999556
989,0.06457145544914956
990,-0.005849999999999556
991,-0.09167666526549666
992,-0.00585
993,-0.18362622670482295
994,-0.015278272756513146
995,-0.14310216698216613
996,0.09355919081321974
997,-0.28930357225971626
998,0.10447382737014722
999,0.042678642164163526
1000,-0.07869035101843634
1001,0.012668693531924593
1002,0.029574276878664343
1003,0.11158018057248999
1004,-0.02370328111108497
1005,0.17596176589202064
1006,-0.0001896226415099905
1007,0.02179578833693299
1008,0.10824846547314561
1009,0.13511736132726263
1010,0.04050888980489122
1011,0.028366177523264115
1012,-0.17407527015793842
1013,-0.049329453557908944
1014,-0.10240888194978813
1015,-0.005849999999999778
1016,0.12790588081547286
1017,0.16623169096730575
1018,0.08111074935986785
1019,-0.07363875849289657
1020,0.04926718520549014
1021,0.006648528892550098
1022,-0.05768295540438426
1023,-0.07693431034096253
1024,0.02248020637898698
1025,0.02621942086398801
1026,0.08068859856635914
1027,0.031762664663738914
1028,0.05042729868966291
1029,0.11379778470219838
1030,-0.01986418343685967
1031,-0.02792991135445153
1032,0.10088700233577409
1033,0.19414362570117275
1034,0.11149851179888527
1035,0.06501484256840374
1036,0.026424818222288062
1037,-0.005850000000000222
1038,-0.014781192083525664
1039,-0.0362847826086957
1040,0.11521239254917316
1041,0.10323504486655279
1042,0.04344356357927772
1043,0.05619430409139383
1044,0.027848110621187774
1045,0.2010493839835731
1046,0.007803276399557601
1047,-0.1760517345399699
1048,-0.005849999999999778
1049,0.012807276037698403
1050,0.0004889258276778103
1051,0.02965917399904541
1052,-0.05245913090031882
1053,-0.034829507348374734
1054,0.015240234960839507
1055,-0.05942202331390476
1056,-0.05526848391753423
1057,-0.08788180766924635
1058,0.045876086219560096
1059,0.11767862193975688
1060,0.11599791350192169
1061,0.44702958115183244
1062,0.6078054224037658
1063,0.15925461195980076
1064,-0.032315741180414116
1065,0.04391399190829417
1066,0.0030728630993740675
1067,-0.0003681633556783309
1068,-0.04849208501890088
1069,0.015784861446223177
1070,0.020293752459603766
1071,0.004252550111537711
1072,-0.04003854415274486
1073,-0.018434528610849467
1074,0.02167839759007442
1075,0.1504061608727089
1076,-0.06523377299830654
1077,-0.028499001967950386
1078,1.057844420435994
1079,0.11550416666666642
1080,-0.0185089823638541
1081,-0.038108064516129116
1082,-0.08104037563191911
1083,0.17728376980076868
1084,-0.005850000000000111
1085,0.10294919779393309
1086,-0.07636490411273232
1087,-0.053977887115613445
1088,0.040975485590724635
1089,0.09116406959820024
1090,-0.061745215994287596
1091,0.04102580091239951
1092,-0.02020477597288359
1093,0.12027552076333826
1094,0.09942299488353758
1095,0.17299441953927377
1096,-0.015107135708775733
1097,0.1617786176971309
1098,0.2753867541091696
1099,0.032332861271062406
1100,0.12298673813945663
1101,0.06920861930485946
1102,0.058149349875392574
1103,-0.09520822715425135
1104,0.1544446334619433
1105,-0.031607741547214886
1106,-0.02402922624081114
1107,0.4256012206983758
1108,0.0029642517761116144
1109,0.08271598857601038
1110,0.3541393053575065
1111,0.021708302238805512
1112,0.1328309339675823
1113,0.09218510552619676
1114,0.0632416871723548
1115,-0.043193124416513885
1116,-0.033370044559752766
1117,0.050750989846694815
1118,0.3112256620106736
1119,0.177183082214215
1120,0.3903487921884402
1121,0.3866198292642228
1122,0.385233856068408
1123,0.1795762698260749
1124,0.27154900598954856
1125,0.02327666895969496
1126,0.23869564539831703
1127,0.13902792807654243
1128,0.34126012830154806
1129,0.04011575566040517
1130,0.031188698486751234
1131,-0.01738042604395349
1132,0.20654065654138268
1133,-0.002007637113884498
1134,-0.09096240632806017
1135,0.06801165882299544
1136,0.07916785118023285
1137,0.1123292367480896
1138,0.07685356500696251
1139,0.31024844208624935
1140,0.23252046884181557
1141,-0.013572975281922452
1142,-0.14870647453995564
1143,-0.005850000000000333
1144,0.036485064435467195
1145,0.09355979563072604
1146,0.03598782237936695
1147,0.2817813802196164
1148,-0.022921058280091142
1149,-0.10693469609603944
1150,0.2777315115310889
1151,0.031209799643537785
1152,0.22101187683997817
1153,0.0016828057698087479
1154,-0.002956927623452988
1155,0.1205325719777738
1156,0.1384531007277842
1157,0.3195826004899921
1158,0.08505956689285411
1159,0.23010563817603194
1160,0.1830343604182091
1161,0.020325851470383818
1162,0.2585881984087538
1163,0.04913944829665353
1164,0.019147057785100865
1165,0.5614661845882095
1166,0.08896026574168826
1167,0.02081065495035408
1168,0.1125708287245807
1169,0.01781583592510985
1170,0.018630262454088078
1171,0.0018093393715156387
1172,0.11975925237505138
1173,-0.05585094305814873
1174,0.4026973024606447
1175,0.07875320601622805
1176,0.10481183305447085
1177,0.2711525235222362
1178,0.007133347445667315
1179,0.01496352063690445
1180,0.0339843243540058
1181,-0.022161472910759625
1182,-0.0784286734658237
1183,0.10154153722549476
1184,-0.05004669226225653
1185,0.1615322555799549
1186,0.6947232480220821
1187,0.18628842230424106
1188,0.032041170614282376
1189,0.03639911554059929
1190,-0.0785026125193997
1191,-0.12060237566240815
1192,0.21188753331406787
1193,0.2612799234958062
1194,-0.185255316816721
1195,0.3904661773362915
1196,0.08111085267456887
